Elapsed time,Driver,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:06.556',09,-0.253,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.558',09,-0.251,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.560',09,-0.248,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.563',09,-0.249,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.565',09,-0.247,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.567',09,-0.242,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.569',09,-0.244,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.571',09,-0.249,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.573',09,-0.256,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.575',09,-0.261,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.577',09,-0.26,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.579',09,-0.254,0.207,2.454,2.623,83.0,9.65,48.09
'0:06.581',09,-0.248,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.583',09,-0.245,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.585',09,-0.242,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.587',09,-0.238,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.589',09,-0.247,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.591',09,-0.255,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.593',09,-0.25,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.595',09,-0.25,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.597',09,-0.254,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.599',09,-0.258,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.601',09,-0.267,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.603',09,-0.275,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.605',09,-0.278,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.607',09,-0.282,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.609',09,-0.251,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.611',09,-0.2,0.414,2.454,2.62,83.0,9.68,48.11
'0:06.613',09,-0.167,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.615',09,-0.116,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.617',09,-0.035,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.619',09,0.06,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.621',09,0.165,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.623',09,0.271,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.625',09,0.398,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.627',09,0.524,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.629',09,0.63,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.631',09,0.714,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.633',09,0.798,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.635',09,0.895,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.637',09,0.945,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.639',09,0.953,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.641',09,0.951,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.643',09,0.877,0.414,2.454,2.62,83.0,9.68,48.14
'0:06.645',09,0.691,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.647',09,0.424,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.649',09,0.154,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.651',09,-0.012,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.653',09,-0.123,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.655',09,-0.27,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.657',09,-0.381,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.659',09,-0.405,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.661',09,-0.393,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.663',09,-0.382,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.665',09,-0.397,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.667',09,-0.42,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.669',09,-0.416,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.671',09,-0.375,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.673',09,-0.327,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.675',09,-0.293,0.331,2.451,2.62,83.0,9.57,48.16
'0:06.677',09,-0.256,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.679',09,-0.221,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.681',09,-0.19,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.683',09,-0.16,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.685',09,-0.137,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.688',09,-0.125,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.690',09,-0.133,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.692',09,-0.154,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.694',09,-0.161,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.696',09,-0.164,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.698',09,-0.165,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.700',09,-0.153,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.702',09,-0.14,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.704',09,-0.133,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.706',09,-0.14,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.708',09,-0.16,0.331,2.454,2.62,83.0,9.57,48.16
'0:06.710',09,-0.161,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.712',09,-0.15,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.714',09,-0.147,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.716',09,-0.139,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.718',09,-0.137,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.720',09,-0.139,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.722',09,-0.137,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.724',09,-0.142,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.726',09,-0.145,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.728',09,-0.136,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.730',09,-0.126,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.732',09,-0.121,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.734',09,-0.117,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.736',09,-0.111,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.738',09,-0.116,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.740',09,-0.125,0.166,2.454,2.62,83.0,9.58,48.14
'0:06.742',09,-0.12,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.744',09,-0.115,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.746',09,-0.112,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.748',09,-0.114,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.750',09,-0.115,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.752',09,-0.109,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.754',09,-0.105,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.756',09,-0.106,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.758',09,-0.103,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.760',09,-0.089,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.762',09,-0.082,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.764',09,-0.079,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.766',09,-0.074,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.768',09,-0.079,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.770',09,-0.079,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.772',09,-0.072,0.166,2.451,2.62,83.0,9.58,48.11
'0:06.774',09,-0.073,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.776',09,-0.071,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.778',09,-0.068,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.780',09,-0.077,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.782',09,-0.077,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.784',09,-0.066,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.786',09,-0.056,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.788',09,-0.045,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.790',09,-0.043,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.792',09,-0.04,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.794',09,-0.032,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.796',09,-0.029,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.798',09,-0.028,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.800',09,-0.028,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.802',09,-0.032,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.804',09,-0.024,0.186,2.451,2.62,83.0,9.71,48.1
'0:06.806',09,-0.011,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.808',09,-0.006,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.810',09,0.0,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.813',09,0.005,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.815',09,0.006,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.817',09,0.02,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.819',09,0.031,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.821',09,0.038,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.823',09,0.045,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.825',09,0.05,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.827',09,0.061,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.829',09,0.07,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.831',09,0.072,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.833',09,0.081,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.835',09,0.089,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.837',09,0.088,0.186,2.454,2.62,83.0,9.71,48.09
'0:06.839',09,0.087,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.841',09,0.098,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.843',09,0.109,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.845',09,0.116,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.847',09,0.125,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.849',09,0.134,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.851',09,0.134,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.853',09,0.128,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.855',09,0.136,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.857',09,0.145,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.859',09,0.15,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.861',09,0.161,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.863',09,0.17,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.865',09,0.176,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.867',09,0.176,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.869',09,0.173,0.186,2.451,2.62,83.0,9.74,48.11
'0:06.871',09,0.178,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.873',09,0.182,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.875',09,0.182,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.877',09,0.182,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.879',09,0.187,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.881',09,0.197,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.883',09,0.199,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.885',09,0.197,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.887',09,0.198,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.889',09,0.193,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.891',09,0.178,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.893',09,0.172,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.895',09,0.161,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.897',09,0.144,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.899',09,0.137,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.901',09,0.125,0.186,2.451,2.62,83.0,9.74,48.14
'0:06.903',09,0.112,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.905',09,0.104,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.907',09,0.081,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.909',09,0.057,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.911',09,0.043,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.913',09,0.029,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.915',09,0.018,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.917',09,0.004,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.919',09,-0.012,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.921',09,-0.022,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.923',09,-0.042,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.925',09,-0.061,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.927',09,-0.072,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.929',09,-0.085,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.931',09,-0.092,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.933',09,-0.1,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.935',09,-0.12,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.938',09,-0.131,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.940',09,-0.138,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.942',09,-0.15,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.944',09,-0.157,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.946',09,-0.157,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.948',09,-0.161,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.950',09,-0.172,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.952',09,-0.181,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.954',09,-0.183,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.956',09,-0.187,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.958',09,-0.2,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.960',09,-0.204,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.962',09,-0.2,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.964',09,-0.203,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.966',09,-0.205,0.207,2.451,2.62,83.0,9.94,48.18
'0:06.968',09,-0.208,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.970',09,-0.208,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.972',09,-0.206,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.974',09,-0.211,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.976',09,-0.211,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.978',09,-0.205,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.980',09,-0.209,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.982',09,-0.211,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.984',09,-0.21,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.986',09,-0.212,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.988',09,-0.211,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.990',09,-0.208,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.992',09,-0.21,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.994',09,-0.211,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.996',09,-0.215,0.166,2.451,2.623,83.0,10.23,48.16
'0:06.998',09,-0.216,0.166,2.451,2.623,83.0,10.23,48.16
'0:07.000',09,-0.212,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.002',09,-0.215,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.004',09,-0.214,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.006',09,-0.205,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.008',09,-0.205,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.010',09,-0.205,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.012',09,-0.201,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.014',09,-0.2,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.016',09,-0.201,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.018',09,-0.205,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.020',09,-0.204,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.022',09,-0.205,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.024',09,-0.206,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.026',09,-0.203,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.028',09,-0.199,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.030',09,-0.195,0.166,2.451,2.62,83.0,10.23,48.16
'0:07.032',09,-0.187,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.034',09,-0.192,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.036',09,-0.204,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.038',09,-0.205,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.040',09,-0.201,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.042',09,-0.2,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.044',09,-0.194,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.046',09,-0.19,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.048',09,-0.188,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.050',09,-0.189,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.052',09,-0.188,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.054',09,-0.187,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.056',09,-0.192,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.058',09,-0.188,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.060',09,-0.183,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.063',09,-0.184,0.186,2.451,2.62,83.0,9.85,48.16
'0:07.065',09,-0.184,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.067',09,-0.181,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.069',09,-0.179,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.071',09,-0.178,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.073',09,-0.186,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.075',09,-0.193,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.077',09,-0.188,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.079',09,-0.186,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.081',09,-0.19,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.083',09,-0.192,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.085',09,-0.19,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.087',09,-0.183,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.089',09,-0.181,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.091',09,-0.184,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.093',09,-0.184,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.095',09,-0.184,0.186,2.451,2.62,83.0,9.85,48.1
'0:07.097',09,-0.181,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.099',09,-0.175,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.101',09,-0.176,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.103',09,-0.177,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.105',09,-0.177,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.107',09,-0.182,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.109',09,-0.183,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.111',09,-0.181,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.113',09,-0.181,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.115',09,-0.175,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.117',09,-0.173,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.119',09,-0.177,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.121',09,-0.171,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.123',09,-0.17,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.125',09,-0.172,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.127',09,-0.167,0.186,2.451,2.62,83.0,9.88,48.03
'0:07.129',09,-0.171,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.131',09,-0.177,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.133',09,-0.172,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.135',09,-0.167,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.137',09,-0.162,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.139',09,-0.157,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.141',09,-0.161,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.143',09,-0.157,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.145',09,-0.147,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.147',09,-0.138,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.149',09,-0.134,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.151',09,-0.131,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.153',09,-0.125,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.155',09,-0.121,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.157',09,-0.12,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.159',09,-0.112,0.186,2.451,2.62,83.0,9.88,47.98
'0:07.161',09,-0.11,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.163',09,-0.117,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.165',09,-0.117,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.167',09,-0.109,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.169',09,-0.103,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.171',09,-0.089,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.173',09,-0.078,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.175',09,-0.073,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.177',09,-0.062,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.179',09,-0.056,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.181',09,-0.057,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.183',09,-0.057,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.185',09,-0.066,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.188',09,-0.076,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.190',09,-0.079,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.192',09,-0.082,0.186,2.451,2.62,83.0,10.32,47.92
'0:07.194',09,-0.084,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.196',09,-0.085,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.198',09,-0.084,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.200',09,-0.079,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.202',09,-0.083,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.204',09,-0.096,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.206',09,-0.111,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.208',09,-0.12,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.210',09,-0.121,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.212',09,-0.126,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.214',09,-0.134,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.216',09,-0.133,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.218',09,-0.137,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.220',09,-0.144,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.222',09,-0.145,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.224',09,-0.151,0.186,2.451,2.62,83.0,10.32,47.87
'0:07.226',09,-0.154,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.228',09,-0.151,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.230',09,-0.154,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.232',09,-0.151,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.234',09,-0.15,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.236',09,-0.156,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.238',09,-0.161,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.240',09,-0.165,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.242',09,-0.166,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.244',09,-0.162,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.246',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.248',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.250',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.252',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.254',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.256',09,-0.166,0.166,2.451,2.62,83.0,10.49,47.82
'0:07.258',09,-0.171,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.260',09,-0.173,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.262',09,-0.177,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.264',09,-0.175,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.266',09,-0.17,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.268',09,-0.168,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.270',09,-0.162,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.272',09,-0.159,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.274',09,-0.167,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.276',09,-0.173,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.278',09,-0.17,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.280',09,-0.167,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.282',09,-0.17,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.284',09,-0.171,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.286',09,-0.164,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.288',09,-0.162,0.166,2.451,2.62,83.0,10.49,47.78
'0:07.290',09,-0.168,0.331,2.451,2.62,83.0,10.13,47.75
'0:07.292',09,-0.168,0.331,2.451,2.62,83.0,10.13,47.75
'0:07.294',09,-0.166,0.331,2.451,2.62,83.0,10.13,47.75
'0:07.296',09,-0.162,0.331,2.451,2.62,83.0,10.13,47.75
'0:07.298',09,-0.162,0.331,2.451,2.62,83.0,10.13,47.75
